countryiso3code,date,value
BRA,2012.0,201.161
BRA,2013.0,198.648
BRA,2014.0,196.135
BRA,2015.0,193.622
BRA,2016.0,191.109
BRA,2017.0,188.596
BRA,2018.0,188.528
BRA,2019.0,186.225
BRA,2020.0,0.0
BRB,1990.0,182.54
BRB,1991.0,179.601
BRB,1992.0,176.662
BRB,1993.0,173.951
BRB,1994.0,171.24
BRB,1995.0,168.529
BRB,1996.0,165.818
BRB,1997.0,163.107
BRB,1998.0,160.608
BRB,1999.0,158.109
BRB,2000.0,155.61
BRB,2001.0,153.111
BRB,2002.0,150.612
BRB,2003.0,148.31
BRB,2004.0,146.007
BRB,2005.0,143.705
BRB,2006.0,141.402
BRB,2007.0,139.1
BRB,2008.0,136.983
BRB,2009.0,134.866
BRB,2010.0,132.75
BRB,2011.0,130.633
BRB,2012.0,128.516
BRB,2013.0,127.017
BRB,2014.0,125.518
BRB,2015.0,124.019
BRB,2016.0,122.52
BRB,2017.0,121.021
BRB,2018.0,129.531
BRB,2019.0,128.168
BRB,2020.0,0.0
BRN,1990.0,149.736
BRN,1991.0,146.841
BRN,1992.0,143.945
BRN,1993.0,141.304
BRN,1994.0,138.663
BRN,1995.0,136.021
BRN,1996.0,133.38
BRN,1997.0,130.738
BRN,1998.0,128.332
BRN,1999.0,125.925
BRN,2000.0,123.518
BRN,2001.0,121.111
BRN,2002.0,118.704
BRN,2003.0,116.513
BRN,2004.0,114.322
BRN,2005.0,112.131
BRN,2006.0,109.94
BRN,2007.0,107.749
BRN,2008.0,107.749
BRN,2009.0,107.749
BRN,2010.0,107.749
BRN,2011.0,107.749
BRN,2012.0,107.749
BRN,2013.0,106.209
BRN,2014.0,104.669
BRN,2015.0,103.129
BRN,2016.0,101.589
BRN,2017.0,100.049
BRN,2018.0,143.719
BRN,2019.0,142.425
BRN,2020.0,0.0
BTN,1990.0,372.388
BTN,1991.0,363.832
BTN,1992.0,355.275
BTN,1993.0,346.786
BTN,1994.0,338.298
BTN,1995.0,329.81
BTN,1996.0,321.322
BTN,1997.0,312.834
BTN,1998.0,304.866
BTN,1999.0,296.899
BTN,2000.0,288.931
BTN,2001.0,280.963
BTN,2002.0,272.996
BTN,2003.0,265.481
BTN,2004.0,257.967
BTN,2005.0,250.452
BTN,2006.0,242.938
BTN,2007.0,235.423
BTN,2008.0,231.46
BTN,2009.0,227.497
BTN,2010.0,223.534
BTN,2011.0,219.571
BTN,2012.0,215.608
BTN,2013.0,212.623
BTN,2014.0,209.638
BTN,2015.0,206.653
BTN,2016.0,203.668
BTN,2017.0,200.683
BTN,2018.0,197.28
BTN,2019.0,194.64
BTN,2020.0,0.0
BWA,1990.0,337.25
BWA,1991.0,355.974
BWA,1992.0,374.698
BWA,1993.0,416.661
BWA,1994.0,458.625
BWA,1995.0,500.589
BWA,1996.0,542.552
BWA,1997.0,584.516
BWA,1998.0,594.964
BWA,1999.0,605.413
BWA,2000.0,615.861
BWA,2001.0,626.31
BWA,2002.0,636.758
BWA,2003.0,606.848
BWA,2004.0,576.937
BWA,2005.0,547.027
BWA,2006.0,517.116
BWA,2007.0,487.206
BWA,2008.0,465.814
BWA,2009.0,444.422
BWA,2010.0,423.03
BWA,2011.0,401.638
BWA,2012.0,380.246
BWA,2013.0,354.351
BWA,2014.0,328.456
BWA,2015.0,302.561
BWA,2016.0,276.666
BWA,2017.0,250.771
BWA,2018.0,249.384
BWA,2019.0,247.684
BWA,2020.0,0.0
CAF,1990.0,427.168
CAF,1991.0,436.178
CAF,1992.0,445.189
CAF,1993.0,459.316
CAF,1994.0,473.443
CAF,1995.0,487.57
CAF,1996.0,501.697
CAF,1997.0,515.824
CAF,1998.0,523.973
CAF,1999.0,532.121
CAF,2000.0,540.27
CAF,2001.0,548.418
CAF,2002.0,556.566
CAF,2003.0,548.023
CAF,2004.0,539.48
CAF,2005.0,530.937
CAF,2006.0,522.394
CAF,2007.0,513.851
CAF,2008.0,503.974
CAF,2009.0,494.097
CAF,2010.0,484.22
CAF,2011.0,474.343
CAF,2012.0,464.465
CAF,2013.0,451.884
CAF,2014.0,439.302
CAF,2015.0,426.72
CAF,2016.0,414.138
CAF,2017.0,401.556
CAF,2018.0,452.968
CAF,2019.0,449.425
CAF,2020.0,0.0
CAN,1990.0,127.319
CAN,1991.0,124.704
CAN,1992.0,123.387
CAN,1993.0,123.68
